# BASE	VAL1
# colour	250:0:0
12634	-13.05
12637	-15.33
12640	-15.33
12643	-12.90
12646	-17.06
12649	-17.06
12652	-15.06
12655	-15.02
12658	-14.70
12661	-13.51
12664	-14.38
12667	-14.32
12670	-17.14
12673	-15.46
12676	-15.91
12679	-14.45
12682	-15.70
12685	-12.19
12688	-9.74
12691	-9.74
12694	-10.11
12697	-9.74
12700	-10.99
12703	-8.88
12706	-9.14
12709	-7.32
12712	-12.03
12715	-9.95
12718	-10.70
12721	-8.85
12724	-11.97
12727	-12.32
12730	-12.09
12733	-12.02
12736	-6.83
12739	-8.43
12742	-8.04
12745	-9.76
12748	-8.13
12751	-9.46
12754	-10.36
12757	-9.21
12760	-8.79
12763	-10.71
12766	-10.95
12769	-10.82
12772	-10.82
12775	-10.82
12778	-10.82
12781	-9.61
12784	-10.61
12787	-9.26
12790	-9.58
12793	-9.77
12796	-10.02
12799	-11.59
12802	-10.83
12805	-11.95
12808	-11.88
12811	-10.78
12814	-15.58
12817	-9.38
12820	-11.66
12823	-11.91
12826	-14.26
12829	-17.81
12832	-16.72
12835	-10.11
12838	-11.46
12841	-11.91
12844	-10.36
12847	-10.83
12850	-12.31
12853	-10.44
12856	-11.51
12859	-13.02
12862	-15.13
12865	-15.81
12868	-16.71
12871	-16.58
12874	-13.91
12877	-13.06
12880	-12.97
12883	-13.30
12886	-13.79
12889	-14.20
12892	-13.75
12895	-10.55
12898	-10.98
12901	-12.16
12904	-10.90
12907	-10.90
12910	-10.76
12913	-10.55
12916	-9.65
12919	-9.65
12922	-6.83
12925	-6.83
12928	-6.01
12931	-4.98
12934	-3.74
12937	-3.21
12940	-3.84
12943	-2.78
12946	-2.78
12949	-2.78
12952	-5.52
12955	-6.15
12958	-7.39
12961	-8.61
12964	-8.10
12967	-8.32
12970	-11.62
12973	-11.62
12976	-11.62
12979	-11.62
12982	-11.62
12985	-12.04
12988	-9.41
12991	-11.29
12994	-11.57
12997	-12.16
13000	-12.19
13003	-11.02
13006	-11.02
13009	-11.02
13012	-11.02
13015	-9.92
13018	-7.80
13021	-7.49
13024	-8.32
13027	-8.59
13030	-9.81
13033	-9.64
13036	-6.50
13039	-8.04
13042	-6.71
13045	-3.27
13048	-4.48
13051	-4.49
13054	-4.84
13057	-4.48
13060	-8.18
13063	-9.17
13066	-10.54
13069	-10.39
13072	-10.89
13075	-10.44
13078	-10.44
13081	-10.43
13084	-12.14
13087	-7.22
13090	-6.33
13093	-6.17
13096	-7.62
13099	-9.06
13102	-10.36
13105	-10.04
13108	-8.86
13111	-9.22
13114	-8.73
13117	-7.70
13120	-9.03
13123	-9.03
13126	-8.71
13129	-9.32
13132	-9.32
13135	-9.50
13138	-7.73
13141	-9.72
13144	-8.05
13147	-8.05
13150	-10.64
13153	-12.79
13156	-10.88
13159	-11.55
13162	-12.96
13165	-12.77
13168	-16.40
13171	-12.89
13174	-11.73
13177	-10.13
13180	-10.86
13183	-8.02
13186	-8.79
13189	-10.72
13192	-9.84
13195	-9.72
13198	-7.68
13201	-8.71
13204	-8.95
13207	-5.08
13210	-6.29
13213	-6.50
13216	-7.83
13219	-11.11
13222	-11.60
13225	-11.03
13228	-11.73
13231	-15.02
13234	-11.92
13237	-11.88
13240	-12.21
13243	-12.21
13246	-12.21
13249	-13.19
13252	-11.85
13255	-9.41
13258	-9.41
13261	-11.54
13264	-9.59
13267	-10.12
13270	-11.85
13273	-10.15
13276	-10.15
13279	-10.44
13282	-12.08
13285	-10.69
13288	-11.19
13291	-12.86
13294	-12.43
13297	-12.43
13300	-12.87
13303	-11.57
13306	-11.57
13309	-12.08
13312	-12.38
13315	-10.64
13318	-9.72
13321	-11.96
13324	-12.58
13327	-11.17
13330	-11.17
13333	-11.68
13336	-11.35
13339	-11.98
13342	-14.83
13345	-14.83
13348	-14.83
13351	-14.36
13354	-9.78
13357	-9.67
13360	-8.84
13363	-8.84
13366	-10.84
13369	-11.63
13372	-11.08
13375	-10.58
13378	-10.58
13381	-10.58
13384	-12.23
13387	-9.72
13390	-9.72
13393	-8.21
13396	-8.72
13399	-4.76
13402	-5.08
13405	-4.38
13408	-6.06
13411	-6.06
13414	-6.06
13417	-11.44
13420	-10.81
13423	-8.16
13426	-9.99
13429	-10.89
13432	-7.84
13435	-9.05
13438	-9.05
13441	-9.29
13444	-11.31
13447	-13.32
13450	-13.32
13453	-12.99
13456	-12.50
13459	-12.50
13462	-15.43
13465	-11.93
13468	-11.94
13471	-12.00
13474	-11.17
13477	-11.17
13480	-11.34
13483	-11.34
13486	-10.25
13489	-9.90
13492	-9.72
13495	-8.74
13498	-8.17
13501	-9.89
13504	-9.57
13507	-7.17
13510	-9.07
13513	-9.01
13516	-4.02
13519	-4.02
13522	-5.25
13525	-6.18
13528	-4.43
13531	-8.44
13534	-8.76
13537	-8.76
13540	-11.70
13543	-8.34
13546	-8.34
13549	-8.34
13552	-8.68
13555	-9.66
13558	-9.66
13561	-11.61
13564	-11.29
13567	-14.49
13570	-14.49
13573	-11.05
13576	-12.13
13579	-11.94
13582	-11.94
13585	-12.86
13588	-15.15
13591	-15.52
13594	-15.52
13597	-15.52
13600	-14.35
13603	-13.10
13606	-13.10
13609	-10.23
13612	-13.45
13615	-10.97
13618	-11.48
13621	-13.07
13624	-10.41
13627	-10.41
13630	-10.54
13633	-9.66
13636	-9.66
13639	-9.66
13642	-9.34
13645	-8.83
13648	-9.57
13651	-9.56
13654	-10.42
13657	-9.70
13660	-9.70
13663	-8.99
13666	-8.99
13669	-8.44
13672	-9.29
13675	-7.85
13678	-10.09
13681	-9.56
13684	-9.56
13687	-9.56
13690	-9.91
13693	-9.18
13696	-7.87
13699	-7.87
13702	-8.45
13705	-6.65
13708	-7.37
13711	-11.37
13714	-10.56
13717	-11.29
13720	-10.97
13723	-11.84
13726	-11.84
13729	-11.84
13732	-10.65
13735	-8.13
13738	-9.96
13741	-9.79
13744	-9.33
13747	-10.16
13750	-9.86
13753	-9.93
13756	-13.27
13759	-11.74
13762	-11.16
13765	-10.66
13768	-9.98
13771	-11.83
13774	-9.46
13777	-9.46
13780	-9.46
13783	-9.46
13786	-11.39
13789	-9.91
13792	-9.51
13795	-9.94
13798	-9.94
13801	-11.02
13804	-10.33
13807	-9.76
13810	-10.76
13813	-11.67
13816	-12.65
13819	-12.52
13822	-14.85
13825	-11.57
13828	-13.11
13831	-11.90
13834	-10.86
13837	-9.20
13840	-9.20
13843	-9.75
13846	-9.07
13849	-8.24
13852	-8.25
13855	-9.50
13858	-10.98
13861	-13.24
13864	-11.22
13867	-11.16
13870	-10.83
13873	-13.20
13876	-13.25
13879	-14.38
13882	-13.36
13885	-12.81
13888	-12.80
13891	-12.80
13894	-11.59
13897	-8.85
13900	-11.61
13903	-9.22
13906	-11.98
13909	-11.44
13912	-8.39
13915	-9.28
13918	-11.22
13921	-8.45
13924	-8.45
13927	-10.10
13930	-10.64
13933	-10.52
13936	-11.43
13939	-14.90
13942	-13.60
13945	-10.39
13948	-12.10
13951	-11.94
13954	-11.21
13957	-11.21
13960	-11.21
13963	-13.50
13966	-9.72
13969	-9.77
13972	-10.23
13975	-11.44
13978	-11.44
13981	-10.35
13984	-9.57
13987	-9.66
13990	-11.03
13993	-5.34
13996	-3.96
13999	-3.96
14002	-3.96
14005	-3.96
14008	-3.96
14011	-6.54
14014	-5.88
14017	-7.53
14020	-7.53
14023	-7.53
14026	-9.21
14029	-9.21
14032	-9.12
14035	-9.12
14038	-9.19
14041	-10.38
14044	-9.82
14047	-12.17
14050	-12.51
14053	-9.82
14056	-9.82
14059	-8.57
14062	-7.60
14065	-7.18
14068	-7.18
14071	-7.18
14074	-7.18
14077	-7.20
14080	-7.01
14083	-5.54
14086	-1.82
14089	-1.82
14092	-1.82
14095	-0.10
14098	-0.02
14101	-0.02
14104	-0.55
14107	-1.44
14110	-3.68
14113	-7.68
14116	-7.68
14119	-8.20
14122	-8.20
14125	-8.20
14128	-8.20
14131	-9.75
14134	-12.83
14137	-12.83
14140	-13.24
14143	-16.70
14146	-14.80
14149	-14.80
14152	-16.74
14155	-16.74
14158	-15.79
14161	-13.36
14164	-14.26
14167	-15.20
14170	-14.49
14173	-12.97
14176	-12.97
14179	-12.97
14182	-9.70
14185	-9.69
14188	-14.43
14191	-15.03
14194	-14.35
14197	-14.22
14200	-12.79
14203	-16.35
14206	-20.05
14209	-16.18
14212	-14.70
14215	-15.27
14218	-16.45
14221	-13.92
14224	-12.52
14227	-10.38
14230	-10.57
14233	-10.57
14236	-10.53
14239	-13.48
14242	-11.65
14245	-11.65
14248	-12.50
14251	-14.33
14254	-12.16
14257	-12.16
14260	-11.73
14263	-13.09
14266	-13.09
14269	-13.09
14272	-12.26
14275	-12.26
14278	-13.33
14281	-14.63
14284	-11.13
14287	-17.47
14290	-13.96
14293	-13.96
14296	-17.56
14299	-14.76
14302	-12.57
14305	-14.08
14308	-15.25
14311	-16.79
14314	-15.39
14317	-15.39
14320	-15.39
14323	-15.39
14326	-16.48
14329	-17.58
14332	-17.58
14335	-20.42
14338	-15.31
14341	-13.90
14344	-16.55
14347	-13.01
14350	-13.01
14353	-12.75
14356	-12.55
14359	-11.47
14362	-11.03
14365	-13.69
14368	-16.85
14371	-15.91
14374	-15.83
14377	-13.14
14380	-12.08
14383	-10.84
14386	-11.89
14389	-11.89
14392	-9.28
14395	-10.17
14398	-10.17
14401	-10.17
14404	-10.10
14407	-10.84
14410	-9.21
14413	-11.09
14416	-8.79
14419	-11.12
14422	-13.17
14425	-9.35
14428	-11.20
14431	-11.99
14434	-16.47
14437	-16.59
14440	-17.14
14443	-16.59
14446	-16.59
14449	-14.36
14452	-9.05
14455	-9.82
14458	-11.30
14461	-10.04
14464	-9.56
14467	-10.30
14470	-9.25
14473	-9.34
14476	-10.73
14479	-11.12
14482	-11.69
14485	-6.49
14488	-5.09
14491	-10.01
14494	-11.97
14497	-13.62
14500	-13.62
14503	-13.62
14506	-12.42
14509	-11.38
14512	-10.15
14515	-10.52
14518	-11.73
14521	-10.05
14524	-10.05
14527	-6.57
14530	-9.81
14533	-10.36
14536	-9.81
14539	-10.83
14542	-10.53
14545	-10.71
14548	-11.17
14551	-11.17
14554	-11.17
14557	-10.99
14560	-11.86
14563	-11.77
14566	-11.61
14569	-11.61
14572	-11.61
14575	-12.22
14578	-12.62
14581	-9.59
14584	-10.79
14587	-12.23
14590	-12.09
14593	-12.78
14596	-15.00
14599	-14.83
14602	-13.90
14605	-13.58
14608	-12.53
14611	-15.33
14614	-13.54
14617	-18.07
14620	-16.88
14623	-17.33
14626	-18.25
14629	-13.09
14632	-13.05
14635	-14.36
14638	-14.21
14641	-12.22
14644	-12.47
14647	-12.79
14650	-10.39
14653	-10.31
14656	-10.31
14659	-10.80
14662	-13.81
14665	-14.84
14668	-11.70
14671	-11.67
14674	-13.60
14677	-13.60
14680	-12.47
14683	-12.42
14686	-11.64
14689	-11.64
14692	-11.64
14695	-11.47
14698	-5.59
14701	-5.70
14704	-5.70
14707	-3.70
14710	-2.63
14713	-7.76
14716	-7.83
14719	-7.83
14722	-7.32
14725	-1.16
14728	-1.35
14731	-1.18
14734	-1.57
14737	-1.57
14740	-1.57
14743	-1.57
14746	-2.06
14749	-4.27
14752	-4.27
14755	-6.12
14758	-7.14
14761	-6.73
14764	-7.74
14767	-8.23
14770	-12.83
14773	-12.83
14776	-12.52
14779	-14.31
14782	-14.42
14785	-14.42
14788	-17.41
14791	-17.76
14794	-17.17
14797	-14.42
14800	-14.29
14803	-8.52
14806	-8.97
14809	-8.25
14812	-7.65
14815	-8.06
14818	-8.06
14821	-8.06
14824	-11.55
14827	-11.55
14830	-11.55
14833	-9.74
14836	-13.03
14839	-10.14
14842	-11.82
14845	-11.82
14848	-12.74
14851	-14.46
14854	-11.56
14857	-17.72
14860	-13.54
14863	-13.93
14866	-13.93
14869	-16.28
14872	-16.32
14875	-16.32
14878	-16.32
14881	-15.16
14884	-13.69
14887	-16.08
14890	-15.76
14893	-13.00
14896	-12.25
14899	-13.14
14902	-14.00
14905	-9.62
14908	-10.82
14911	-10.82
14914	-11.38
14917	-11.21
14920	-12.49
14923	-12.49
14926	-13.33
14929	-13.33
14932	-13.33
14935	-12.13
14938	-12.26
14941	-12.31
14944	-11.43
14947	-9.46
14950	-12.60
14953	-14.06
14956	-13.87
14959	-13.87
14962	-13.87
14965	-13.87
14968	-10.51
14971	-9.43
14974	-9.45
14977	-11.22
14980	-11.29
14983	-13.12
14986	-13.44
14989	-14.11
14992	-9.68
14995	-9.68
14998	-8.83
15001	-9.09
15004	-6.32
15007	-8.27
15010	-9.15
15013	-9.73
15016	-9.56
15019	-9.15
15022	-9.07
15025	-9.04
15028	-12.41
15031	-12.41
15034	-12.41
15037	-12.41
15040	-12.41
15043	-12.41
15046	-15.15
15049	-11.32
15052	-11.80
15055	-12.80
15058	-15.62
15061	-15.68
15064	-13.49
15067	-13.49
15070	-13.17
15073	-10.98
15076	-7.50
15079	-7.76
15082	-8.96
15085	-10.63
15088	-10.58
15091	-10.91
15094	-9.36
15097	-10.13
15100	-7.43
15103	-10.05
15106	-11.66
15109	-12.66
15112	-9.40
15115	-11.21
15118	-12.20
15121	-12.44
15124	-16.45
15127	-14.02
15130	-13.10
15133	-13.81
15136	-15.30
15139	-12.03
15142	-12.35
15145	-11.65
15148	-12.89
15151	-11.96
15154	-11.22
15157	-10.89
15160	-10.25
15163	-10.32
15166	-11.50
15169	-13.80
15172	-11.03
15175	-9.08
15178	-10.15
15181	-11.04
15184	-11.04
15187	-10.87
15190	-11.47
15193	-16.58
15196	-19.12
15199	-17.37
15202	-16.82
15205	-13.24
15208	-12.41
15211	-12.28
15214	-10.45
15217	-10.00
15220	-8.41
15223	-7.74
15226	-8.59
15229	-8.59
15232	-8.80
15235	-9.34
15238	-6.28
15241	-6.19
15244	-3.68
15247	-3.81
15250	-3.81
15253	-9.24
15256	-9.89
15259	-7.40
15262	-7.71
15265	-7.71
15268	-7.71
15271	-8.38
15274	-8.83
15277	-8.83
15280	-10.99
15283	-8.05
15286	-8.72
15289	-8.97
15292	-8.97
15295	-9.37
15298	-10.69
15301	-11.63
15304	-11.24
15307	-12.03
15310	-11.24
15313	-11.18
15316	-10.60
15319	-10.89
15322	-10.60
15325	-11.63
15328	-11.70
15331	-10.75
15334	-10.75
15337	-13.62
15340	-12.86
15343	-11.58
15346	-12.35
15349	-11.58
15352	-12.29
15355	-10.98
15358	-10.00
15361	-9.39
15364	-9.87
15367	-8.36
15370	-8.36
15373	-8.99
15376	-8.76
15379	-8.76
15382	-9.37
15385	-8.28
15388	-9.77
15391	-9.00
15394	-10.84
15397	-11.30
15400	-11.30
15403	-8.91
15406	-8.33
15409	-8.33
15412	-8.33
15415	-8.33
15418	-7.54
15421	-6.01
15424	-6.01
15427	-6.65
15430	-7.21
15433	-9.09
15436	-10.58
15439	-11.34
15442	-11.29
15445	-11.29
15448	-11.27
15451	-12.36
15454	-11.88
15457	-11.88
15460	-11.74
15463	-10.66
15466	-8.90
15469	-8.18
15472	-7.13
15475	-7.13
15478	-2.78
15481	-2.46
15484	-2.46
15487	-5.43
15490	-5.99
15493	-7.11
15496	-6.79
15499	-6.04
15502	-6.04
15505	-6.04
15508	-6.92
15511	-7.36
15514	-7.36
15517	-10.92
15520	-11.29
15523	-13.98
15526	-12.50
15529	-11.36
15532	-11.50
15535	-13.20
15538	-11.04
15541	-9.10
15544	-9.34
15547	-10.86
15550	-12.02
15553	-12.37
15556	-12.54
15559	-12.54
15562	-11.74
15565	-10.89
15568	-13.64
15571	-13.64
15574	-10.82
15577	-10.04
15580	-13.11
15583	-13.11
15586	-13.11
15589	-13.06
15592	-8.94
15595	-11.24
15598	-12.32
15601	-12.32
15604	-10.48
15607	-9.70
15610	-10.67
15613	-10.67
15616	-11.30
15619	-11.97
15622	-9.66
15625	-9.66
15628	-9.66
15631	-9.66
15634	-10.92
15637	-11.06
15640	-9.01
15643	-10.18
15646	-9.64
15649	-12.47
15652	-11.93
15655	-11.83
15658	-12.68
15661	-16.21
15664	-13.65
15667	-13.62
15670	-11.67
15673	-11.67
15676	-11.18
15679	-11.77
15682	-12.16
15685	-12.16
15688	-14.79
15691	-12.87
15694	-12.93
15697	-12.93
15700	-12.64
15703	-12.64
15706	-12.14
15709	-13.88
15712	-15.79
15715	-14.60
15718	-14.54
15721	-17.78
15724	-14.90
15727	-14.20
15730	-14.20
15733	-13.95
15736	-11.95
15739	-11.69
15742	-11.56
15745	-8.81
15748	-8.82
15751	-9.66
15754	-10.93
15757	-12.11
15760	-10.24
15763	-9.91
15766	-13.00
15769	-10.02
15772	-7.13
15775	-9.94
15778	-4.85
15781	-2.98
15784	-3.71
15787	-2.62
15790	-4.48
15793	-8.12
15796	-8.49
15799	-8.49
15802	-3.18
15805	-6.87
15808	-10.20
15811	-10.52
15814	-10.52
15817	-10.52
15820	-10.81
15823	-11.01
15826	-11.27
15829	-11.48
15832	-13.11
15835	-10.97
15838	-11.73
15841	-11.76
15844	-9.47
15847	-10.21
15850	-9.60
15853	-9.28
15856	-8.54
15859	-8.54
15862	-13.04
15865	-13.04
15868	-11.63
15871	-11.12
15874	-11.25
15877	-10.86
15880	-10.11
15883	-10.24
15886	-10.00
15889	-6.46
15892	-6.58
15895	-6.67
15898	-9.65
15901	-8.10
15904	-8.10
15907	-8.10
15910	-6.19
15913	-6.02
15916	-3.84
15919	-6.07
15922	-5.32
15925	-4.57
15928	-4.94
15931	-4.94
15934	-9.98
15937	-9.95
15940	-7.77
15943	-6.42
15946	-3.50
15949	-6.64
15952	-6.55
15955	-7.05
15958	-10.88
15961	-12.12
15964	-11.56
15967	-10.32
15970	-10.71
15973	-13.80
15976	-13.07
15979	-12.75
15982	-16.97
15985	-11.48
15988	-11.48
15991	-11.48
15994	-14.48
15997	-14.96
16000	-14.96
16003	-13.25
16006	-16.84
16009	-16.49
16012	-13.14
16015	-12.54
16018	-13.24
16021	-12.97
16024	-12.97
16027	-10.12
16030	-9.70
16033	-6.72
16036	-8.45
16039	-8.45
16042	-6.10
16045	-4.80
16048	-8.16
16051	-9.40
16054	-7.21
16057	-8.19
16060	-7.87
16063	-7.57
16066	-11.19
16069	-11.19
16072	-11.19
16075	-10.87
16078	-5.97
16081	-6.16
16084	-5.63
16087	-8.61
16090	-8.98
16093	-8.98
16096	-8.98
16099	-8.98
16102	-8.76
16105	-8.76
16108	-9.61
16111	-9.79
16114	-10.16
16117	-10.99
16120	-11.57
16123	-11.57
16126	-10.04
16129	-11.64
16132	-11.64
16135	-11.90
16138	-13.36
16141	-13.56
16144	-10.63
16147	-10.63
16150	-11.31
16153	-10.51
16156	-11.12
16159	-11.75
16162	-8.71
16165	-6.99
16168	-10.76
16171	-16.14
16174	-16.14
16177	-16.14
16180	-16.14
16183	-16.14
16186	-16.94
16189	-11.99
16192	-13.63
16195	-13.63
16198	-13.63
16201	-13.63
16204	-11.64
16207	-8.84
16210	-9.88
16213	-13.58
16216	-14.50
16219	-15.45
16222	-13.58
16225	-9.33
16228	-13.66
16231	-13.77
16234	-11.32
16237	-13.77
16240	-10.67
16243	-5.78
16246	-7.81
16249	-8.25
16252	-8.25
16255	-10.24
16258	-8.92
16261	-7.88
16264	-8.25
16267	-8.25
16270	-8.25
16273	-8.25
16276	-6.76
16279	-5.24
16282	-8.22
16285	-9.10
16288	-9.09
16291	-9.09
16294	-10.64
16297	-12.34
16300	-13.72
16303	-11.35
16306	-11.35
16309	-11.92
16312	-10.06
16315	-12.52
16318	-12.84
16321	-12.25
16324	-12.86
16327	-12.76
16330	-12.05
16333	-12.64
16336	-16.51
16339	-16.12
16342	-14.14
16345	-14.82
16348	-10.93
16351	-10.65
16354	-10.70
16357	-10.54
16360	-10.15
16363	-11.19
16366	-11.19
16369	-11.19
16372	-12.82
16375	-11.44
16378	-11.44
16381	-11.69
16384	-10.08
16387	-14.38
16390	-12.84
16393	-10.76
16396	-12.88
16399	-12.74
16402	-12.44
16405	-9.84
16408	-11.29
16411	-12.30
16414	-13.28
16417	-13.34
16420	-13.01
16423	-14.06
16426	-14.06
16429	-12.14
16432	-12.14
16435	-13.62
16438	-14.60
16441	-15.09
16444	-11.21
16447	-10.81
16450	-8.51
16453	-14.10
16456	-12.22
16459	-12.10
16462	-13.08
16465	-11.92
16468	-10.25
16471	-10.37
16474	-11.39
16477	-11.68
16480	-11.68
16483	-11.96
16486	-11.13
16489	-10.96
16492	-10.38
16495	-9.88
16498	-11.93
16501	-12.29
16504	-12.29
16507	-12.29
16510	-11.33
16513	-12.61
16516	-13.26
16519	-11.80
16522	-10.90
16525	-14.04
16528	-14.04
16531	-14.04
16534	-14.03
16537	-12.87
16540	-13.58
16543	-10.90
16546	-10.90
16549	-11.08
16552	-13.76
16555	-11.14
16558	-10.43
16561	-12.18
16564	-12.18
16567	-11.12
16570	-11.12
16573	-11.12
16576	-9.01
16579	-7.42
16582	-7.07
16585	-10.38
16588	-8.91
16591	-9.05
16594	-9.05
16597	-6.46
16600	-6.31
16603	-9.46
16606	-9.46
16609	-9.46
16612	-9.68
16615	-13.61
16618	-14.31
16621	-12.72
16624	-9.07
16627	-14.31
16630	-15.47
16633	-12.40
16636	-13.18
16639	-13.18
16642	-11.12
16645	-11.12
16648	-11.07
16651	-9.00
16654	-10.10
16657	-11.28
16660	-8.73
16663	-8.73
16666	-8.73
16669	-7.37
16672	-7.41
16675	-7.41
16678	-7.13
16681	-11.01
16684	-14.08
16687	-14.08
16690	-8.66
16693	-12.24
16696	-13.17
16699	-9.08
16702	-8.66
16705	-8.39
16708	-9.52
16711	-8.60
16714	-8.60
16717	-10.00
16720	-10.63
16723	-10.64
16726	-8.97
16729	-10.27
16732	-9.94
16735	-9.33
16738	-8.69
16741	-6.72
16744	-8.72
16747	-8.72
16750	-6.44
16753	-5.28
16756	-8.20
16759	-8.34
16762	-8.58
16765	-7.57
16768	-9.49
16771	-5.81
16774	-8.35
16777	-7.93
16780	-8.35
16783	-13.63
16786	-13.78
16789	-14.57
16792	-14.57
16795	-14.60
16798	-15.87
16801	-15.87
16804	-17.13
16807	-17.07
16810	-14.33
16813	-14.56
16816	-12.70
16819	-11.76
16822	-11.76
16825	-10.03
16828	-10.98
16831	-9.45
16834	-10.07
16837	-9.85
16840	-9.85
16843	-9.94
16846	-8.18
16849	-10.35
16852	-9.77
16855	-8.96
16858	-8.11
16861	-8.11
16864	-8.11
16867	-9.56
16870	-9.92
16873	-9.53
16876	-10.19
16879	-10.19
16882	-9.69
16885	-12.50
16888	-11.25
16891	-11.08
16894	-11.08
16897	-11.08
16900	-10.76
16903	-10.58
16906	-10.48
16909	-6.95
16912	-8.93
16915	-7.30
16918	-8.64
16921	-8.71
16924	-9.09
16927	-8.95
16930	-8.30
16933	-9.43
16936	-9.89
16939	-10.05
16942	-10.05
16945	-11.83
16948	-12.67
16951	-12.59
16954	-12.59
16957	-14.57
16960	-13.47
16963	-15.72
16966	-13.46
16969	-13.46
16972	-12.64
16975	-14.09
16978	-11.45
16981	-13.14
16984	-14.16
16987	-10.32
16990	-8.94
16993	-10.50
16996	-10.24
16999	-8.63
17002	-8.11
17005	-10.74
17008	-8.15
17011	-8.15
17014	-8.49
17017	-9.01
17020	-9.33
17023	-9.33
17026	-10.07
17029	-9.28
17032	-9.28
17035	-9.85
17038	-10.34
17041	-13.81
17044	-10.71
17047	-12.74
17050	-11.19
17053	-15.58
17056	-19.36
17059	-16.44
17062	-13.27
17065	-13.27
17068	-15.10
17071	-14.74
17074	-13.32
17077	-12.83
17080	-14.42
17083	-14.42
17086	-10.93
17089	-10.93
17092	-10.93
17095	-8.05
17098	-11.90
17101	-11.99
17104	-11.99
17107	-11.01
17110	-10.51
17113	-10.39
17116	-10.39
17119	-9.61
17122	-7.71
17125	-9.06
17128	-9.00
17131	-9.00
17134	-12.62
17137	-12.21
17140	-12.21
17143	-12.21
17146	-13.88
17149	-16.47
17152	-12.99
17155	-11.60
17158	-13.45
17161	-14.67
17164	-14.62
17167	-12.52
17170	-14.94
17173	-17.00
17176	-13.76
17179	-14.44
17182	-14.44
17185	-14.44
17188	-14.44
17191	-11.79
17194	-11.77
17197	-11.71
17200	-11.83
17203	-10.98
17206	-9.80
17209	-8.19
17212	-9.05
17215	-9.25
17218	-9.49
17221	-9.03
17224	-10.62
17227	-10.62
17230	-10.62
17233	-13.03
17236	-10.99
17239	-10.99
17242	-10.99
17245	-15.07
17248	-13.94
17251	-9.22
17254	-10.46
17257	-10.41
17260	-10.48
17263	-9.74
17266	-11.35
17269	-8.22
17272	-6.98
17275	-8.64
17278	-11.83
17281	-9.01
17284	-8.53
17287	-10.22
17290	-10.22
17293	-10.09
17296	-11.84
17299	-7.42
17302	-7.42
17305	-9.68
17308	-10.43
17311	-15.42
17314	-16.29
17317	-10.67
17320	-13.23
17323	-13.04
17326	-14.58
17329	-14.58
17332	-14.44
17335	-13.15
17338	-13.15
17341	-13.50
17344	-13.46
17347	-14.07
17350	-11.69
17353	-14.50
17356	-15.45
17359	-13.79
17362	-13.47
17365	-12.46
17368	-13.29
17371	-11.36
17374	-12.34
17377	-12.34
17380	-8.35
17383	-8.35
17386	-9.60
17389	-9.75
17392	-9.75
17395	-9.75
17398	-9.75
17401	-5.29
17404	-8.65
17407	-9.51
17410	-9.51
17413	-11.36
17416	-12.80
17419	-12.80
17422	-10.11
17425	-10.97
17428	-10.97
17431	-10.97
17434	-8.86
17437	-11.52
17440	-11.18
17443	-11.40
17446	-12.63
17449	-13.17
17452	-11.99
17455	-11.99
17458	-11.85
17461	-14.39
17464	-11.50
17467	-12.66
17470	-12.65
17473	-10.50
17476	-11.65
17479	-10.23
17482	-9.91
17485	-8.42
17488	-8.42
17491	-9.51
17494	-8.97
17497	-8.30
17500	-9.40
17503	-9.40
17506	-7.47
17509	-9.25
17512	-10.21
17515	-11.16
17518	-7.94
17521	-9.98
17524	-10.93
17527	-10.09
17530	-10.09
17533	-10.09
17536	-11.72
17539	-11.91
17542	-11.76
17545	-11.76
17548	-11.76
17551	-11.85
17554	-11.85
17557	-9.65
17560	-9.65
17563	-9.65
17566	-9.21
17569	-12.00
17572	-11.09
17575	-10.94
17578	-10.94
17581	-10.10
17584	-11.28
17587	-10.33
17590	-11.94
17593	-13.92
17596	-13.70
17599	-15.80
17602	-16.67
17605	-16.67
17608	-17.80
17611	-15.93
17614	-13.37
17617	-11.84
17620	-11.44
17623	-9.56
17626	-9.56
17629	-12.28
17632	-11.90
17635	-10.00
17638	-11.21
17641	-8.98
17644	-8.88
17647	-8.88
17650	-11.33
17653	-9.18
17656	-8.81
17659	-8.81
17662	-8.81
17665	-9.01
17668	-9.11
17671	-7.92
17674	-7.92
17677	-7.49
17680	-5.03
17683	-5.92
17686	-5.92
17689	-5.92
17692	-5.92
17695	-6.45
17698	-7.01
17701	-7.01
17704	-8.32
17707	-8.64
17710	-8.78
17713	-9.00
17716	-9.48
17719	-9.48
17722	-9.31
17725	-8.70
17728	-10.35
17731	-10.26
17734	-7.51
17737	-5.83
17740	-7.11
17743	-4.32
17746	-2.76
17749	-2.74
17752	-5.41
17755	-6.80
17758	-8.35
17761	-8.35
17764	-9.04
17767	-10.42
17770	-10.88
17773	-13.76
17776	-13.33
17779	-11.87
17782	-13.94
17785	-14.05
17788	-11.60
17791	-10.31
17794	-8.92
17797	-8.92
17800	-11.01
17803	-14.59
17806	-12.91
17809	-11.01
17812	-11.01
17815	-10.26
17818	-8.25
17821	-8.25
17824	-8.19
17827	-8.56
17830	-8.49
17833	-2.17
17836	-2.17
17839	-2.17
17842	-2.91
17845	-4.40
17848	-3.35
17851	-5.52
17854	-5.52
17857	-5.52
17860	-8.50
17863	-9.22
17866	-9.22
17869	-11.27
17872	-11.64
